timestamp,role,role_simplified,sector,sector_simplified,yrs_experience,analysis_tools,carto_tools,scripting,prog_languages,prog_primary_factors,r_user,r_experience,r_frequency,r_tasks,r_tasks_simplified,r_strengths,r_limitations,r_packages,r_packages_clean,r_improvements,anything_else
1/5/20 13:25,Data scientist,Data scientist,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R","QGIS,R",Yes,R,,Yes,3,Every few days,To automate task specially combined with SQL queries ,,Easy and fast automatization specially with the use of the tidyverse ,Slow processing time of raster data ,sf and tmap ,"sf,tmap ",Standardization of different spatial classes among the spatial libraries,
1/6/20 7:06,Geospatial Developer/Engineer,Geo Dev/Engineer,Non-profit,Non-profit,11 - 15 years,"R,Python,GDAL","R,Python,Gimp,Mapbox",Yes,"R,C (or variant)",,Yes,5,Daily,Everything,everything,Integration with compiled languages and libraries,Interactive *EDITING* of spatial data,,,,
1/6/20 8:14,Remote Sensing Scientist,RS Scientist,Private,Private,11 - 15 years,"QGIS,R,Python,GDAL","QGIS,R",Yes,"R,Python",If I have existing code that works well.,Yes,4,Daily,Pretty much anything geospatial or statistical in nature.,"geo analysis,statistics",rgdal and raster packages,It can be slower at times,rgdal and raster,"rgdal,raster",Better/more compatibility with QGIS,
1/6/20 8:54,Data scientist,Data scientist,Private,Private,6 - 10 years,"QGIS,Python","QGIS,Python",Yes,Python,,Yes,2,"Almost never now, but a few times a week at a previous job","Previously, data wrangling, spatial analysis, and visualization","data wrangling,geo analysis,visualization",Visualization is excellent!,It can be hard to create more developed analysis pipelines,"sp,raster,ggplot","sp,raster,ggplot2",More object oriented behavior,
1/6/20 10:36,Librarian,Other,Academia,Academia,6 - 10 years,"QGIS,Esri products,R,GeoDa","QGIS,Esri products,R",No,,,,,,,,,,,,,
1/6/20 13:19,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Mapbox",Yes,Python,,No,,,,,,,,,,
1/6/20 14:43,Data scientist,Data scientist,Private,Private,3 - 5 years,"QGIS,Python,GDAL,Google Earth Engine","QGIS,Python",Yes,"R,Python",Python,No,,,,,,,,,,
1/7/20 9:17,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,Python","QGIS,Python",Yes,"R,Python",,Yes,3,Every few days,ETL processes,data wrangling,"Lots of packages, efficient dataframe management, easy environment set up",Sometimes is awkward compared to Python,sf,sf,,
1/7/20 14:42,Researcher,Researcher,Government,Government,0 - 2 years,"Esri products,R,SAS","Esri products,R,Python,Mapbox",No,,,,,,,,,,,,,
1/7/20 18:47,GIS tech/analyst,GIS tech/analyst,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,R,Python,GRASS,GDAL,CARTO",QGIS,Yes,"R,Python",Which I can get to to the job in the time allotted ,Yes,2,"Infrequently, but as-needed",Nothing specific...most recently to create measure euclidean distance to roads,geo analysis,cleaning data,don't know enough to really answer,"raster,maptools,rgdal,sp,stats,rqgis,ggplot2","raster,maptools,rgdal,sp,stats,rqgis,ggplot2",just more time working with it,
1/8/20 10:19,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL","QGIS,Python,Gimp,D3",Yes,"Python,Javascript (or variant)",Web versus desktop or automation,No,,,,,,,,,,
1/8/20 10:24,Remote Sensing Scientist,RS Scientist,Academia,Academia,16 - 20 years,"QGIS,Esri products,Python,GDAL,Google Earth Engine","Esri products,Mapbox",Yes,Python,,No,,,,,,,,,,
1/8/20 11:06,GIS tech/analyst,GIS tech/analyst,Private,Private,16 - 20 years,"Esri products,ET Geowizards",Esri products,No,,,,,,,,,,,,,
1/8/20 14:05,GIS tech/analyst,GIS tech/analyst,Private,Private,16 - 20 years,Esri products,"Esri products,Adobe Creative Suite",No,,,,,,,,,,,,,
1/8/20 14:11,Student,Student,Academia,Academia,3 - 5 years,"QGIS,Esri products,GRASS","QGIS,Adobe Creative Suite",No,,,,,,,,,,,,,
1/8/20 14:15,Researcher,Researcher,Non-profit,Non-profit,0 - 2 years,"Esri products,R,Python,Google Earth Engine","Esri products,R,Gimp",No,,,,,,,,,,,,,
1/8/20 14:16,Manager,Manager,Private,Private,11 - 15 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL,Google Earth Engine","QGIS,Mapbox",Yes,Python,,Yes,2,"Infrequently, but as-needed","I use R as a basic calculator, to plot IoT Data, and for modeling.","modeling,statistics","It has been about 10 years since I seriously used R for spatial analysis, so I don't really have a grasp of the current functionality.","It has been about 10 years since I seriously used R for spatial analysis, so I don't really have a grasp of the current functionality.",,,,
1/8/20 14:16,Student,Student,Non-profit,Non-profit,0 - 2 years,"QGIS,Esri products",Esri products,No,,,,,,,,,,,,,
1/8/20 14:34,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python","QGIS,Esri products,Mapbox",Yes,"Python,Javascript (or variant)",Need to share the visualization interactively or not,Yes,3,"Never (I used to use R, but now I don't)",Getting statistical summaries ,statistics,Easy to make charts and diagrams from geo data,Not as compatible with geoprocessing and building new geojson layers,"Geopandas*,JSON,Requests","Geopandas*,JSON,Requests",Unsure ,
1/8/20 14:49,Data scientist,Data scientist,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,GRASS,GDAL","QGIS,Gimp",Yes,Python,Whatever works for what I'm doing,Yes,1,"Infrequently, but as-needed",Data Conversion,data wrangling,??,??,( I barely use it enough to know),Don't know,Free Donnuts,My R usage is Loooooow. I use it to scratch an itch so the R part is meaningless to me. Sortof. Oh man I've screwed up your google Doc. 
1/8/20 14:54,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"Esri products,R,Python",Esri products,Yes,"R,Python","Type of date I'm using, end goal of project, etc",Yes,1,"Infrequently, but as-needed","Analysis, some visualization (charts, graphs)","EDA,visualization",Handling large datasets,Visualization limitations,"Ggplot,sf,tmap","Ggplot2,sf,tmap",I just need more time to learn it! ,
1/8/20 15:26,GIS tech/analyst,GIS tech/analyst,Academia,Academia,0 - 2 years,"Esri products,R,Python","QGIS,Esri products",Yes,"R,Python,Javascript (or variant)","If I've completed a workflow in a certain language, I'm more likely to use it to solve a similar problem because I know the general framework.",Yes,2,"Infrequently, but as-needed",Data cleaning,data wrangling,Easy to deal with tabular data,Spatial editing,,,,
1/8/20 17:35,Researcher,Researcher,Non-profit,Non-profit,6 - 10 years,"QGIS,Esri products,R,Python,GDAL,Google Earth Engine,IDL/ENVI","QGIS,Esri products,R,IDL/ENVI",Yes,"R,Python,Javascript (or variant),IDL","type of data involved (raster, vector, tabular), size of dataset, type of analysis",Yes,4,Every few days,"exploratory data analysis, geoprocessing, descriptive statistics, data visualization","EDA,statistics,visualization,geo analysis",an active user community; easy to visualize both vector and raster data (separately and together),working with large spatial datasets can be cumbersome ,"sf,sp,raster,rgdal,gdalUtils,ggplot2,rasterVis","sf,sp,raster,rgdal,gdalUtils,ggplot2,rasterVis",being able to work more efficiently (lower RAM requirements) with big (geospatial) data,
1/8/20 19:11,Researcher,Researcher,Government,Government,> 20 years,"QGIS,Esri products,R,Python",Esri products,No,,,,,,,,,,,,,
1/9/20 4:57,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python","QGIS,Esri products,Adobe Creative Suite",Yes,"Python,Javascript (or variant)",,No,,,,,,,,,,
1/9/20 9:08,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,11 - 15 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Gimp,Leaflet!",Yes,"Python,Javascript (or variant)","Ease of use, tool/library availability",No,,,,,,,,,,
1/9/20 9:11,GIS tech/analyst,GIS tech/analyst,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python",Not applicable - I do not make visualizations,Yes,Python,,Yes,1,"Never (I used to use R, but now I don't)",N/A,,N/A,N/A,,,,
1/9/20 9:13,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python","QGIS,Python,Gimp",Yes,Python,,Yes,1,"Infrequently, but as-needed",Statistical analysis,statistics,"Only used R because of legacy code, I haven't hit anything I couldn't do in Python otherwise","Only used R because of legacy code, I haven't hit anything I couldn't do in Python otherwise","Geopandas*,QGIS Python API","Geopandas*,Rqgis",Not sure,
1/9/20 9:20,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,11 - 15 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL,FME",QGIS,Yes,Python,"Online support, library packages, ease of use",No,,,,,,,,,,
1/9/20 9:24,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,0 - 2 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GDAL","QGIS,R",Yes,"R,Python",R for one-offs and Python for repeat tasks.,Yes,3,Weekly,Data Exploration and Visuals,"EDA,visualization",Relationship between analysis and visuals ,Not adopted by colleagues,"sf,sp,raster,ggplot,ggmap,ggspatial","sf,sp,raster,ggplot2,ggmap,ggspatial",Wider adoption,
1/9/20 10:31,Researcher,Researcher,Academia,Academia,6 - 10 years,"R,Python,GRASS,GDAL","QGIS,R",Yes,"R,Python",Subfield convention,Yes,5,Daily,geospatial,geo analysis,ease of use,none,"sf,concaveman,mapview","sf,concaveman,mapview",,
1/9/20 10:33,Manager,Manager,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python","QGIS,Esri products",Yes,Python,,No,,,,,,,,,,I am very early in the process of learning R for just basic analysis with the intent of eventually adding it to my tool box for geospatial analysis.
1/9/20 10:39,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Esri products,R,CARTO","QGIS,R,Mapbox,Carto",Yes,R,,Yes,4,Daily,"Data analysis, mapping.","EDA,maps","Reproducibility, flexibility, availability of packages","Less flexible in some basic cases (for instance, zooming in/zooming out)","sf,rgdal","sf,rgdal","More flexibility, easier to use raster packages.",
1/9/20 10:44,Researcher,Researcher,Academia,Academia,6 - 10 years,R,R,Yes,R,,Yes,4,Daily,"All the research tasks: scripting, data analysis, visualization, presentations, etc.","data wrangling,EDA,visualization,presentations","Open source, free, a lot of documentation online ",Templates that follow cartography rules.,"GeoR,ggolot2,sp and tidyverse","GeoR,ggplot2,sp,tidyverse",The templates I mentioned before. ,
1/9/20 10:44,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GRASS,GDAL","QGIS,R,Python",Yes,"R,Python",Suitability of language and its tools for the task at hand.,Yes,5,Daily,All data tasks.,everything,Spatial data handling,Visualization,"sf,raster,sp,tmap","sf,raster,sp,tmap",It is pretty attractive already,
1/9/20 10:53,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,GDAL","Esri products,R,Adobe Creative Suite,Leaflet",Yes,R,,Yes,5,Daily,"Data processing, analysis, visualization, Shiny application development","data wrangling,EDA,visualization,software dev","Raster and sf packages are amazing tools. sf in particular has a great API that plays well with other tidyverse packages, embracing the list column, etc...","Unfortunately, we still have to support ESRI in terms of file geodatabases. That's not very fun, though not specifically a fault of R itself. ","Raster,sf,PostGIS","Raster,sf,PostGIS","R for spatial is amazing, and I think it will continue to get better and better","I try to avoid using ArcMap/Pro as much as possible, and R has awesome tools for making that a reality."
1/9/20 10:54,Manager,Manager,Non-profit,Non-profit,3 - 5 years,"QGIS,R,Python","QGIS,R",Yes,R,,Yes,3,Daily,"Clean, analyze and create visualization of spatial and non-spatial data","data wrangling,visualization","Free and easy to start with R Studio. Besides the activity of the community is really a differentiation,  it is pretty easy to find solution for challenges faced.",I feel that the limitations are more related to my skills than the software.,sf and ggplot,"sf,ggplot2",,Let us know the result! =)
1/9/20 10:54,Manager,Manager,Government,Government,> 20 years,"Esri products,R,Python,Google Earth Engine","Esri products,R,Python,Adobe Creative Suite,PowerBI ",Yes,"R,Python,Javascript (or variant)","Speed, efficiency, meeting client needs ",Yes,1,"Infrequently, but as-needed",statistical analysis,statistics,pull together many types of data,Not as tightly in line with industry products,"No specific favorite,an esri shop,so this is default",Don't know,"More integration to industry standard products, less one off use",
1/9/20 10:58,Manager,Manager,Private,Private,6 - 10 years,"QGIS,Esri products,CloudCompare,QT Reader","QGIS,Paint.NET",No,,,,,,,,,,,,,
1/9/20 10:59,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,CARTO","QGIS,Esri products,Gimp,Mapbox,Carto",Yes,Javascript (or variant),,Yes,1,"Never (I used to use R, but now I don't)",Tutorials only (so far),,Have not used it enough (this should not be a required question),Have not used it enough (this should not be a required question),,,,
1/9/20 11:14,consultant,Other,Private,Private,3 - 5 years,"PostgreSQL,PostGIS,R","R,Python,Leaflet",Yes,"R,Python,Javascript (or variant)",,Yes,5,Daily,"Data wrangling, modelling, forecasting & communication","data wrangling,modeling,visualization",R modelling ecosystem; community; open source tools (hat off to {sf} & friends),Memory and speed,sf,sf,,
1/9/20 11:22,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,0 - 2 years,"QGIS,PostgreSQL,PostGIS,Python","QGIS,Python,Mapbox",Yes,Python,,No,,,,,,,,,,
1/9/20 11:22,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,11 - 15 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL",QGIS,Yes,Python,,No,,,,,,,,,,QGIS and gdal/ogr are great
1/9/20 11:26,Geospatial Developer/Engineer,Geo Dev/Engineer,Non-profit,Non-profit,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Gimp,Mapbox",Yes,"Python,Javascript (or variant)",Ease of use and availability of helper libraries for the given task,Yes,3,"Never (I used to use R, but now I don't)",Used to use it for data visualization ,visualization,Feel it lags behind other languages for geo work,Not general purpose language,,,,
1/9/20 11:40,Manager,Manager,Private,Private,0 - 2 years,"QGIS,Esri products,Python,GDAL,SAP HANA","QGIS,Esri products,Python",Yes,"Python,SQL",,No,,,,,,,,,,
1/9/20 11:41,GIS tech/analyst,GIS tech/analyst,Private,Private,3 - 5 years,Esri products,Esri products,Yes,Python,,No,,,,,,,,,,
1/9/20 11:47,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,SAGA,SQL Server","QGIS,Esri products",Yes,TSQL,,No,,,,,,,,,,
1/9/20 11:49,Manager,Manager,Academia,Academia,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python","QGIS,Esri products,Adobe Creative Suite",No,,,,,,,,,,,,,
1/9/20 11:49,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS","QGIS,Esri products",Yes,"Python,SQL",Whatever is easiest for the task.,No,,,,,,,,,,
1/9/20 11:49,GIS tech/analyst,GIS tech/analyst,Private,Private,11 - 15 years,"Esri products,Google Earth Engine",Esri products,No,,,,,,,,,,,,,
1/9/20 11:49,Data scientist,Data scientist,Private,Private,3 - 5 years,"QGIS,R","QGIS,R",Yes,R,,Yes,4,Daily,"Statistical Analysis, Spatial Analysis, Machine Learning, Data Cleansing ...","data wrangling,statistics,geo analysis,modeling","Ability to easily reproduce the work, easiness to work with additional data, associate other kind of analysis to Spatial analysis","Too many packages that do the same thing while not doing one or other thing a different package does can be confusing, principally for people not very used to it.","sf,ggplot","sf,ggplot2","Simpleness, right array of tools, ability to reproduce further down",
1/9/20 11:52,GIS tech/analyst,GIS tech/analyst,Private,Private,11 - 15 years,"QGIS,Esri products,Google Earth Engine","QGIS,Adobe Creative Suite,Mapbox,Carto,Google Slides",No,,,,,,,,,,,,,"Many tools and utilities I use are quick converters, places APIs, or bulk data aggregators and scrapers "
1/9/20 11:55,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Python,GRASS","Python,Mapbox",Yes,Python,,Yes,2,"Infrequently, but as-needed",Geospatial analysis,geo analysis,The variety of packages ,Unfamiliarity ,Geopandas* in Python,Geopandas*,More exposure to R and the packages,
1/9/20 11:55,Teacher,Educator,K-12 Education,K-12 Education,3 - 5 years,Esri products,Esri products,No,,,,,,,,,,,,,"I teach Intro to GIS to high school students, and I am far from a GIS expert. I depend heavily on Esri's online tutorials to give my students experience with the software."
1/9/20 11:56,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,> 20 years,"QGIS,Esri products","QGIS,Esri products,Adobe Creative Suite,Gimp",No,,,,,,,,,,,,,
1/9/20 12:02,GIS tech/analyst,GIS tech/analyst,Academia,Academia,3 - 5 years,"Esri products,Python","QGIS,Esri products,Python,Inkscape",Yes,Python,,No,,,,,,,,,,
1/9/20 12:03,Researcher,Researcher,Academia,Academia,3 - 5 years,"QGIS,Esri products",Adobe Creative Suite,No,,,,,,,,,,,,,
1/9/20 12:05,Student,Student,Academia,Academia,3 - 5 years,"QGIS,R","QGIS,Gimp,inkscape",Yes,R,,Yes,3,Weekly,"statistics, spatial analysis","statistics,geo analysis","fast, easy to write a script, a lot of very useful libraries for remote sensing","more functions for GIS and remote sensing, sometimes errors are difficult to understand","raster,rgdal,geosphere,rasterVis,Rcolorbrewer","raster,rgdal,geosphere,rasterVis,Rcolorbrewer",maybe more details in some of the error messages,I tried Python for GIS and remote sensing but I find R has better libraries with very useful functions.
1/9/20 12:10,GIS tech/analyst,GIS tech/analyst,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,GDAL","QGIS,R",Yes,R,,Yes,2,Weekly,"Dat wrangling, for using specific libraries for spatial analysis, to create web maps","data wrangling,visualization,geo analysis",It's fast. The libraries are very well made. You can connect it with PostGIS. It's easy to make some data visualizations. ,People don't know the potential R has. ,"Sf,dodgr,ggplot,mapdeck","Sf,dodgr,ggplot2,mapdeck",Better integration with python. Better satellite imagery libraries. ,
1/9/20 12:11,Data scientist,Data scientist,Academia,Academia,3 - 5 years,"QGIS,R","R,Mapbox",No,,,,,,,,,,,,,
1/9/20 12:18,"Engineer, Water Resources",Other,Private,Private,> 20 years,"QGIS,Esri products,R,Python,GRASS,GDAL","QGIS,Esri products,R,Python,Gimp",Yes,Python,,No,,,,,,,,,,I use python rarely
1/9/20 12:20,educator,Educator,Private,Private,> 20 years,"Esri products,Python",Esri products,Yes,Python,,No,,,,,,,,,,
1/9/20 12:26,GIS tech/analyst,GIS tech/analyst,Private,Private,0 - 2 years,"QGIS,PostgreSQL,PostGIS,Google Earth Engine",QGIS,Yes,Python,,No,,,,,,,,,,"Yes, Thank you - An official online QGIS certificate"
1/9/20 12:27,IT and GIS Manager,Manager,Private,Private,16 - 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL,Global Mapper","Esri products,H290+H290,Gimp",Yes,Python,ease of intergation with both esri and qgis,No,,,,,,,,,,"Best available tool for the job, we aren't tied to a proprietary system, nor are we open-source stalwarts.  whatever it takes to get the job done: quality data, concise visualizations, complete delivery."
1/9/20 12:27,GIS tech/analyst,GIS tech/analyst,Private,Private,11 - 15 years,QGIS,QGIS,No,,,,,,,,,,,,,
1/9/20 12:30,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL","Esri products,Python,Gimp,C#,VB.NET",Yes,Python,,No,,,,,,,,,,
1/9/20 12:31,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,16 - 20 years,"QGIS,PostgreSQL,PostGIS,R,Python,GDAL","QGIS,R,Inkscape",Yes,"R,Python","libraries, collaborators, accessibilty",Yes,5,Daily,Everything,everything,"Integration of data handling, statistics, and visualization","Memory efficiency, scalability, inconsistency in coding styles","raster,mapview,gdalutils,rgdal,sf","raster,mapview,gdalutils,rgdal,sf","AWS Lambda, Google Function support, better server implementation, easier parallelization through automated tiling (like Dask), better support for emerging standards like COGs, STAC",
1/9/20 12:33,Student,Student,Academia,Academia,3 - 5 years,"QGIS,R,Python,GDAL,Google Earth Engine","QGIS,R",Yes,R,,Yes,4,Daily,"process large raster data collections, remote sensing imagery, gis-tasks, extraction and statistical analysis of spatial data","geo analysis,data wrangling,statistics","reproducibility, community support, intuitive syntax, well-connected packages","speed, parallelization (not very simple), ","rgdal,mapview,raster,sf,getspatialdata","rgdal,mapview,raster,sf,getspatialdata",,
1/9/20 12:33,Manager,Manager,Private,Private,3 - 5 years,"R,Google Earth Engine",R,No,,,,,,,,,,,,,
1/9/20 12:33,Student,Student,Academia,Academia,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R","QGIS,Esri products",Yes,"R,Python",,Yes,4,"Infrequently, but as-needed",spatial analysis,geo analysis,can handle large data sets,visualization,,,,
1/9/20 12:34,Data scientist,Data scientist,Private,Private,6 - 10 years,"QGIS,R",R,Yes,R,,Yes,5,Daily,"Data science, dashboards","EDA,software dev","Automation, tidy data manipulation",Currently not limited,"sf,leaflet,raster","sf,leaflet,raster",,
1/9/20 12:46,Researcher,Researcher,Academia,Academia,3 - 5 years,"R,GRASS,GDAL","Esri products,R",Yes,R,,Yes,5,Daily,"Entire pipeline (data analysis, vizualization, writing etc.) ",everything,"Own GIS ecosystem, plus ability to call other tools from command line and integrate it back. ","In RAM processing, which is avoidable with higher level technical skills. ","raster,sf,mapview ","raster,sf,mapview ",,
1/9/20 12:52,GIS tech/analyst,GIS tech/analyst,Academia,Academia,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GDAL","QGIS,Esri products,R,Adobe Creative Suite",Yes,"R,Python",Python when I need to interface with ArcPy library.  Some python for non-Esri spatial analysis.  R mostly for data viz.,Yes,2,Monthly,"Plotting, statistical analysis","geo analysis,visualization",Hundreds of packages make it easy to find what I need...,"Conversely, it can be hard to find what you need--too many options?!","plotly,rgdal,sp","plotly,rgdal,sp",,
1/9/20 12:57,Data scientist,Data scientist,Academia,Academia,16 - 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,R","QGIS,R,Carto",Yes,R,,Yes,4,Monthly,"Data processing and manipulation, analysis, (quick) visualistaion","data wrangling,EDA,visualization","Vast number of spatial analysis libraries coupled with excellent visualisation packages. Between Tidyverse, sf, sp, tmap and rgdal not much else is required! ",Not many! ,"Sf,Sp,tidyverse,tmap","Sf,Sp,tidyverse,tmap",Not much. ,
1/9/20 13:13,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,R,Python,GRASS,GDAL","Esri products,Adobe Creative Suite",Yes,"R,Python",More familiar with python ,Yes,2,"Infrequently, but as-needed",Statistical analysis and extrapolating change data ,"statistics,modeling",Unsure ,Unsure ,Unsure ,Don't know,Just getting more knowledge of it. Ggplot tutorials ,
1/9/20 13:26,Student,Student,Academia,Academia,0 - 2 years,"QGIS,Esri products,R","QGIS,Esri products,R",No,,,,,,,,,,,,,
1/9/20 13:33,Data scientist,Data scientist,Private,Private,16 - 20 years,"QGIS,R",R,No,,,,,,,,,,,,,"I started out, as many do, with MapInfo / ESRI as they had many of the tools I needed but cost becomes prohibitive if you need one function but are forced to license an additional extension. As QGIS matured I dabbled with it but always fell back to ESRI for day to day work. QGIS development has reached the point (IMHO) to make it a legit, and perhaps more robust, alternative and have transitioned to full time QGIS for work and play. Just starting to grasp R and see mucho potential."
1/9/20 13:41,Data scientist,Data scientist,Government,Government,3 - 5 years,"PostgreSQL,PostGIS,R",QGIS,Yes,"R,SQL","Primary language is R, only use PostGIS when I need certain functions that R doesnt offer",Yes,4,Daily,"Data engineering and data analysis, both spatial and non-spatial","data wrangling,geo analysis",SF package! SF in combination with tidyverse is pretty great.,I miss functionality like pgRouting.,"SF,data.table and tidyverse","SF,data.table,tidyverse",-,
1/9/20 13:50,GIS tech/analyst,GIS tech/analyst,Government,Government,3 - 5 years,"QGIS,Esri products,PostgreSQL,PostGIS,R","QGIS,Esri products,R",Yes,R,,Yes,3,Daily,"data wrangling, geospatial analysis, visualisation","data wrangling,visualization,geo analysis","sf allows for pretty much all analysis required, good integration with other packages like data.table, tidyverse etc.",Raster imagery,"sf,tmap,leaflet","sf,tmap,leaflet",Less steep learning curve.,
1/9/20 13:55,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,Google Earth Engine",QGIS,Yes,Python,,No,,,,,,,,,,
1/9/20 14:13,Data scientist,Data scientist,Private,Private,3 - 5 years,R,"R,Mapbox",Yes,R,,Yes,4,Daily,Report production. Data analysis ,"EDA,presentations",A lot of packages. Common sintax,GUI explorer ,"Sf,raster,stars,mapview,tmap ","Sf,raster,stars,mapview,tmap ",,
1/9/20 14:30,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"Esri products,Python","Esri products,Python,Adobe Creative Suite,Gimp",Yes,"Python,Javascript (or variant),Arcade,VBscript,",Software and workflow drive. OST of these choices. Which software do I need to use to complete/create/maintain this workflow?,No,,,,,,,,,,
1/9/20 14:58,Data scientist,Data scientist,Private,Private,16 - 20 years,"QGIS,R,Google Earth Engine,Manifold Gis","QGIS,Manifold GIS",Yes,R,,Yes,5,Daily,Data analysis,EDA,Flexible ,Speed and memory use,"Sf,raster,sp","Sf,raster,sp",Better memory handling,
1/9/20 15:01,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GRASS,GDAL","QGIS,Inkscape",Yes,"R,Python",Compatibility with GIS software,Yes,2,"Infrequently, but as-needed",Data processing or small multiple graph production,"EDA,visualization",Large user base,Difficult to convince Government IT to allow free use of packages,sf,sf,A supportive IT department!,
1/9/20 15:07,Retired gis/remote sensing/geographer,Other,Private,Private,> 20 years,"GRASS,SAGA,IMGID,GRID,WRIS,MOSS,MacGIS",Not applicable - I do not make visualizations,No,,,,,,,,,,,,,
1/9/20 15:10,GIS tech/analyst,GIS tech/analyst,Private,Private,0 - 2 years,"QGIS,Python,GDAL",QGIS,Yes,"Python,Javascript (or variant)",,No,,,,,,,,,,
1/9/20 15:29,Manager,Manager,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL,CARTO","QGIS,Esri products,Carto",Yes,"Python,Javascript (or variant)","I try to use the language that is most commonly used for a particular task, ie javascript for web, python for local processing, etc.",No,,,,,,,,,,
1/9/20 15:31,Student,Student,Non-profit,Non-profit,0 - 2 years,"Esri products,Python","Esri products,Python",Yes,Python,Python,No,,,,,,,,,,
1/9/20 15:44,Educator,Educator,Academia,Academia,> 20 years,"QGIS,Esri products,Python,CARTO","Esri products,Python",Yes,Python,,Yes,1,"I took some workshops in it, but haven't used it for my own work",Workshops,,"Open source, fast processing",Learning curve,,,"Honestly, just uninterrupted time in my own busy schedule to really learn it - so I guess... Make R easier to learn and I'd use it more! :)",
1/9/20 16:08,Researcher,Researcher,Academia,Academia,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,GRASS,Google Earth Engine","QGIS,Esri products,Adobe Creative Suite,Rstudio",Yes,R,,Yes,2,Weekly,Developing map based r shiny apps,"maps,software dev",The flexibility of libraries to assist performing robust spatial statistics and modeling efforts. ,The bar to enter is very high. Beginning level mapping is well documented but there is a large gap of digestible tutorials between the entry level mapping and advanced data processing and statistical analysis and modeling.  ,,,Easier and thoroughly documented workflows ,
1/9/20 16:31,Statistician,Statistician,International organizations (eg UN),Int'l Orgs,0 - 2 years,"QGIS,Python","QGIS,Tableau,PowerBiI,and excel",Yes,Python,,No,,,,,,,,,,Keep us posted on the results!
